You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr    | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | lora      | entity_matching | 16         | 200    | 0.001 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+

Downloading (…)neration_config.json:   0%|          | 0.00/147 [00:00<?, ?B/s]
Downloading (…)neration_config.json: 100%|██████████| 147/147 [00:00<00:00, 40.0kB/s]trainable params: 294,912 || all params: 60,801,536 || trainable%: 0.4850403779272945
Epoch: 97 | Train Loss: 0.0494 | Val Loss: 0.1161 | Train Acc: 0.9647 | Val Acc: 0.9273 | Train F1: 0.8025 | Val F1: 0.6953 | Train Time: 33.95025038719177 secs
Epoch: 98 | Train Loss: 0.0496 | Val Loss: 0.1113 | Train Acc: 0.9645 | Val Acc: 0.9292 | Train F1: 0.8011 | Val F1: 0.7010 | Train Time: 33.83751726150513 secs
Epoch: 99 | Train Loss: 0.0503 | Val Loss: 0.1051 | Train Acc: 0.9663 | Val Acc: 0.9312 | Train F1: 0.8113 | Val F1: 0.7044 | Train Time: 33.96089792251587 secs
Epoch: 100 | Train Loss: 0.0489 | Val Loss: 0.1037 | Train Acc: 0.9640 | Val Acc: 0.9341 | Train F1: 0.7982 | Val F1: 0.7146 | Train Time: 34.07541561126709 secs
Epoch: 101 | Train Loss: 0.0483 | Val Loss: 0.1304 | Train Acc: 0.9666 | Val Acc: 0.9102 | Train F1: 0.8128 | Val F1: 0.6528 | Train Time: 34.082605600357056 secs
Epoch: 102 | Train Loss: 0.0511 | Val Loss: 0.1188 | Train Acc: 0.9653 | Val Acc: 0.9180 | Train F1: 0.8040 | Val F1: 0.6719 | Train Time: 33.98238563537598 secs
Epoch: 103 | Train Loss: 0.0451 | Val Loss: 0.0987 | Train Acc: 0.9679 | Val Acc: 0.9385 | Train F1: 0.8211 | Val F1: 0.7261 | Train Time: 33.97606658935547 secs
Epoch: 104 | Train Loss: 0.0485 | Val Loss: 0.0896 | Train Acc: 0.9645 | Val Acc: 0.9419 | Train F1: 0.8029 | Val F1: 0.7407 | Train Time: 34.10763335227966 secs
Epoch: 105 | Train Loss: 0.0486 | Val Loss: 0.1015 | Train Acc: 0.9661 | Val Acc: 0.9317 | Train F1: 0.8106 | Val F1: 0.7083 | Train Time: 33.92064690589905 secs
Epoch: 106 | Train Loss: 0.0509 | Val Loss: 0.1081 | Train Acc: 0.9645 | Val Acc: 0.9258 | Train F1: 0.8015 | Val F1: 0.6923 | Train Time: 33.90889048576355 secs
Epoch: 107 | Train Loss: 0.0469 | Val Loss: 0.1007 | Train Acc: 0.9653 | Val Acc: 0.9414 | Train F1: 0.8065 | Val F1: 0.7357 | Train Time: 33.98162221908569 secs
Epoch: 108 | Train Loss: 0.0471 | Val Loss: 0.1040 | Train Acc: 0.9689 | Val Acc: 0.9356 | Train F1: 0.8271 | Val F1: 0.7179 | Train Time: 34.14044380187988 secs
Epoch: 109 | Train Loss: 0.0492 | Val Loss: 0.1277 | Train Acc: 0.9681 | Val Acc: 0.9219 | Train F1: 0.8208 | Val F1: 0.6825 | Train Time: 33.794623374938965 secs
Epoch: 110 | Train Loss: 0.0457 | Val Loss: 0.1077 | Train Acc: 0.9702 | Val Acc: 0.9395 | Train F1: 0.8356 | Val F1: 0.7293 | Train Time: 33.87982153892517 secs
Epoch: 111 | Train Loss: 0.0479 | Val Loss: 0.1191 | Train Acc: 0.9674 | Val Acc: 0.9165 | Train F1: 0.8195 | Val F1: 0.6667 | Train Time: 33.792792558670044 secs
Epoch: 112 | Train Loss: 0.0463 | Val Loss: 0.1140 | Train Acc: 0.9694 | Val Acc: 0.9229 | Train F1: 0.8318 | Val F1: 0.6815 | Train Time: 33.86340594291687 secs
Epoch: 113 | Train Loss: 0.0467 | Val Loss: 0.0997 | Train Acc: 0.9666 | Val Acc: 0.9370 | Train F1: 0.8138 | Val F1: 0.7202 | Train Time: 33.918423652648926 secs
Epoch: 114 | Train Loss: 0.0519 | Val Loss: 0.0927 | Train Acc: 0.9634 | Val Acc: 0.9380 | Train F1: 0.7949 | Val F1: 0.7245 | Train Time: 33.96241545677185 secs
Epoch: 115 | Train Loss: 0.0463 | Val Loss: 0.0975 | Train Acc: 0.9683 | Val Acc: 0.9439 | Train F1: 0.8222 | Val F1: 0.7404 | Train Time: 33.71838426589966 secs
Epoch: 116 | Train Loss: 0.0471 | Val Loss: 0.0874 | Train Acc: 0.9678 | Val Acc: 0.9492 | Train F1: 0.8207 | Val F1: 0.7593 | Train Time: 33.89973974227905 secs
Epoch: 117 | Train Loss: 0.0446 | Val Loss: 0.0950 | Train Acc: 0.9679 | Val Acc: 0.9468 | Train F1: 0.8211 | Val F1: 0.7517 | Train Time: 33.974751234054565 secs
Epoch: 118 | Train Loss: 0.0477 | Val Loss: 0.1006 | Train Acc: 0.9673 | Val Acc: 0.9390 | Train F1: 0.8188 | Val F1: 0.7312 | Train Time: 33.670737504959106 secs
Epoch: 119 | Train Loss: 0.0466 | Val Loss: 0.0919 | Train Acc: 0.9691 | Val Acc: 0.9444 | Train F1: 0.8263 | Val F1: 0.7467 | Train Time: 33.47591805458069 secs
Epoch: 120 | Train Loss: 0.0477 | Val Loss: 0.1028 | Train Acc: 0.9674 | Val Acc: 0.9375 | Train F1: 0.8188 | Val F1: 0.7265 | Train Time: 33.755887269973755 secs
Epoch: 121 | Train Loss: 0.0455 | Val Loss: 0.1035 | Train Acc: 0.9707 | Val Acc: 0.9385 | Train F1: 0.8378 | Val F1: 0.7284 | Train Time: 33.71856188774109 secs
Epoch: 122 | Train Loss: 0.0480 | Val Loss: 0.0900 | Train Acc: 0.9666 | Val Acc: 0.9449 | Train F1: 0.8158 | Val F1: 0.7449 | Train Time: 33.63961839675903 secs
Epoch: 123 | Train Loss: 0.0460 | Val Loss: 0.1051 | Train Acc: 0.9679 | Val Acc: 0.9409 | Train F1: 0.8217 | Val F1: 0.7375 | Train Time: 33.45944833755493 secs
Epoch: 124 | Train Loss: 0.0453 | Val Loss: 0.1249 | Train Acc: 0.9674 | Val Acc: 0.9239 | Train F1: 0.8185 | Val F1: 0.6880 | Train Time: 33.425161838531494 secs
Epoch: 125 | Train Loss: 0.0436 | Val Loss: 0.0916 | Train Acc: 0.9694 | Val Acc: 0.9473 | Train F1: 0.8324 | Val F1: 0.7534 | Train Time: 33.667269468307495 secs
Epoch: 126 | Train Loss: 0.0460 | Val Loss: 0.0863 | Train Acc: 0.9652 | Val Acc: 0.9478 | Train F1: 0.8099 | Val F1: 0.7540 | Train Time: 33.19795227050781 secs
Epoch: 127 | Train Loss: 0.0448 | Val Loss: 0.0912 | Train Acc: 0.9676 | Val Acc: 0.9468 | Train F1: 0.8212 | Val F1: 0.7517 | Train Time: 33.22793221473694 secs
Epoch: 128 | Train Loss: 0.0423 | Val Loss: 0.1223 | Train Acc: 0.9699 | Val Acc: 0.9322 | Train F1: 0.8326 | Val F1: 0.7098 | Train Time: 33.19349670410156 secs
Epoch: 129 | Train Loss: 0.0429 | Val Loss: 0.1135 | Train Acc: 0.9689 | Val Acc: 0.9375 | Train F1: 0.8290 | Val F1: 0.7229 | Train Time: 33.19584822654724 secs
Epoch: 130 | Train Loss: 0.0417 | Val Loss: 0.1099 | Train Acc: 0.9718 | Val Acc: 0.9385 | Train F1: 0.8440 | Val F1: 0.7273 | Train Time: 33.16177797317505 secs
Epoch: 131 | Train Loss: 0.0424 | Val Loss: 0.1139 | Train Acc: 0.9691 | Val Acc: 0.9327 | Train F1: 0.8291 | Val F1: 0.7101 | Train Time: 33.189549922943115 secs
Epoch: 132 | Train Loss: 0.0449 | Val Loss: 0.1123 | Train Acc: 0.9694 | Val Acc: 0.9331 | Train F1: 0.8303 | Val F1: 0.7116 | Train Time: 33.28396797180176 secs
Epoch: 133 | Train Loss: 0.0464 | Val Loss: 0.1006 | Train Acc: 0.9683 | Val Acc: 0.9385 | Train F1: 0.8238 | Val F1: 0.7249 | Train Time: 33.324026346206665 secs
Epoch: 134 | Train Loss: 0.0427 | Val Loss: 0.0964 | Train Acc: 0.9694 | Val Acc: 0.9439 | Train F1: 0.8306 | Val F1: 0.7439 | Train Time: 33.27108359336853 secs
Epoch: 135 | Train Loss: 0.0427 | Val Loss: 0.0950 | Train Acc: 0.9704 | Val Acc: 0.9434 | Train F1: 0.8354 | Val F1: 0.7387 | Train Time: 33.76886034011841 secs
Epoch: 136 | Train Loss: 0.0426 | Val Loss: 0.0998 | Train Acc: 0.9684 | Val Acc: 0.9356 | Train F1: 0.8274 | Val F1: 0.7179 | Train Time: 34.058818340301514 secs
Epoch: 137 | Train Loss: 0.0436 | Val Loss: 0.0988 | Train Acc: 0.9681 | Val Acc: 0.9419 | Train F1: 0.8241 | Val F1: 0.7385 | Train Time: 34.17084074020386 secs
Epoch: 138 | Train Loss: 0.0422 | Val Loss: 0.1057 | Train Acc: 0.9715 | Val Acc: 0.9414 | Train F1: 0.8413 | Val F1: 0.7357 | Train Time: 34.191590309143066 secs
Epoch: 139 | Train Loss: 0.0432 | Val Loss: 0.1095 | Train Acc: 0.9697 | Val Acc: 0.9375 | Train F1: 0.8348 | Val F1: 0.7265 | Train Time: 34.28453016281128 secs
Epoch: 140 | Train Loss: 0.0411 | Val Loss: 0.1298 | Train Acc: 0.9715 | Val Acc: 0.9263 | Train F1: 0.8430 | Val F1: 0.6937 | Train Time: 34.11444592475891 secs
Epoch: 141 | Train Loss: 0.0420 | Val Loss: 0.1081 | Train Acc: 0.9704 | Val Acc: 0.9405 | Train F1: 0.8360 | Val F1: 0.7313 | Train Time: 34.10322833061218 secs
Epoch: 142 | Train Loss: 0.0399 | Val Loss: 0.1037 | Train Acc: 0.9710 | Val Acc: 0.9444 | Train F1: 0.8405 | Val F1: 0.7455 | Train Time: 34.0967915058136 secs
Epoch: 143 | Train Loss: 0.0397 | Val Loss: 0.1094 | Train Acc: 0.9731 | Val Acc: 0.9380 | Train F1: 0.8525 | Val F1: 0.7245 | Train Time: 33.980995893478394 secs
Epoch: 144 | Train Loss: 0.0427 | Val Loss: 0.1141 | Train Acc: 0.9710 | Val Acc: 0.9317 | Train F1: 0.8411 | Val F1: 0.7071 | Train Time: 33.96748471260071 secs
Epoch: 145 | Train Loss: 0.0430 | Val Loss: 0.0981 | Train Acc: 0.9712 | Val Acc: 0.9444 | Train F1: 0.8398 | Val F1: 0.7444 | Train Time: 33.9587128162384 secs
Epoch: 146 | Train Loss: 0.0410 | Val Loss: 0.1016 | Train Acc: 0.9720 | Val Acc: 0.9473 | Train F1: 0.8445 | Val F1: 0.7557 | Train Time: 34.00515389442444 secs
Epoch: 147 | Train Loss: 0.0404 | Val Loss: 0.1155 | Train Acc: 0.9717 | Val Acc: 0.9356 | Train F1: 0.8421 | Val F1: 0.7167 | Train Time: 33.97099709510803 secs
Epoch: 148 | Train Loss: 0.0442 | Val Loss: 0.0988 | Train Acc: 0.9696 | Val Acc: 0.9478 | Train F1: 0.8323 | Val F1: 0.7574 | Train Time: 33.967992067337036 secs
Epoch: 149 | Train Loss: 0.0403 | Val Loss: 0.1048 | Train Acc: 0.9725 | Val Acc: 0.9414 | Train F1: 0.8490 | Val F1: 0.7345 | Train Time: 34.112581968307495 secs
Epoch: 150 | Train Loss: 0.0409 | Val Loss: 0.1066 | Train Acc: 0.9707 | Val Acc: 0.9366 | Train F1: 0.8381 | Val F1: 0.7186 | Train Time: 34.18137335777283 secs
Epoch: 151 | Train Loss: 0.0420 | Val Loss: 0.1040 | Train Acc: 0.9709 | Val Acc: 0.9473 | Train F1: 0.8400 | Val F1: 0.7534 | Train Time: 34.04197645187378 secs
Epoch: 152 | Train Loss: 0.0399 | Val Loss: 0.1033 | Train Acc: 0.9722 | Val Acc: 0.9414 | Train F1: 0.8452 | Val F1: 0.7333 | Train Time: 34.041518449783325 secs
Epoch: 153 | Train Loss: 0.0400 | Val Loss: 0.1129 | Train Acc: 0.9710 | Val Acc: 0.9356 | Train F1: 0.8402 | Val F1: 0.7167 | Train Time: 33.939120054244995 secs
Epoch: 154 | Train Loss: 0.0409 | Val Loss: 0.1101 | Train Acc: 0.9722 | Val Acc: 0.9361 | Train F1: 0.8466 | Val F1: 0.7158 | Train Time: 34.10466980934143 secs
Epoch: 155 | Train Loss: 0.0393 | Val Loss: 0.1126 | Train Acc: 0.9714 | Val Acc: 0.9366 | Train F1: 0.8420 | Val F1: 0.7174 | Train Time: 34.03315091133118 secs
Epoch: 156 | Train Loss: 0.0384 | Val Loss: 0.1056 | Train Acc: 0.9733 | Val Acc: 0.9449 | Train F1: 0.8538 | Val F1: 0.7414 | Train Time: 34.07905960083008 secs
Epoch: 157 | Train Loss: 0.0410 | Val Loss: 0.1066 | Train Acc: 0.9705 | Val Acc: 0.9434 | Train F1: 0.8391 | Val F1: 0.7387 | Train Time: 33.96820902824402 secs
Epoch: 158 | Train Loss: 0.0378 | Val Loss: 0.1041 | Train Acc: 0.9705 | Val Acc: 0.9453 | Train F1: 0.8388 | Val F1: 0.7443 | Train Time: 34.08032011985779 secs
Epoch: 159 | Train Loss: 0.0380 | Val Loss: 0.1077 | Train Acc: 0.9731 | Val Acc: 0.9463 | Train F1: 0.8525 | Val F1: 0.7511 | Train Time: 34.28558969497681 secs
Epoch: 160 | Train Loss: 0.0389 | Val Loss: 0.1101 | Train Acc: 0.9749 | Val Acc: 0.9400 | Train F1: 0.8632 | Val F1: 0.7332 | Train Time: 34.02615475654602 secs
Epoch: 161 | Train Loss: 0.0431 | Val Loss: 0.1093 | Train Acc: 0.9692 | Val Acc: 0.9409 | Train F1: 0.8293 | Val F1: 0.7352 | Train Time: 34.127623081207275 secs
Epoch: 162 | Train Loss: 0.0413 | Val Loss: 0.1101 | Train Acc: 0.9704 | Val Acc: 0.9390 | Train F1: 0.8354 | Val F1: 0.7300 | Train Time: 33.929911851882935 secs
Epoch: 163 | Train Loss: 0.0418 | Val Loss: 0.1012 | Train Acc: 0.9715 | Val Acc: 0.9458 | Train F1: 0.8428 | Val F1: 0.7506 | Train Time: 34.215309143066406 secs
Epoch: 164 | Train Loss: 0.0413 | Val Loss: 0.1054 | Train Acc: 0.9720 | Val Acc: 0.9409 | Train F1: 0.8456 | Val F1: 0.7341 | Train Time: 33.77824592590332 secs
Epoch: 165 | Train Loss: 0.0390 | Val Loss: 0.1045 | Train Acc: 0.9738 | Val Acc: 0.9429 | Train F1: 0.8564 | Val F1: 0.7371 | Train Time: 34.172301054000854 secs
Epoch: 166 | Train Loss: 0.0352 | Val Loss: 0.1209 | Train Acc: 0.9749 | Val Acc: 0.9312 | Train F1: 0.8637 | Val F1: 0.7056 | Train Time: 34.033822774887085 secs
Epoch: 167 | Train Loss: 0.0387 | Val Loss: 0.1074 | Train Acc: 0.9727 | Val Acc: 0.9434 | Train F1: 0.8497 | Val F1: 0.7411 | Train Time: 34.07993412017822 secs
Epoch: 168 | Train Loss: 0.0408 | Val Loss: 0.1092 | Train Acc: 0.9707 | Val Acc: 0.9419 | Train F1: 0.8401 | Val F1: 0.7361 | Train Time: 33.909130334854126 secs
Epoch: 169 | Train Loss: 0.0405 | Val Loss: 0.1157 | Train Acc: 0.9730 | Val Acc: 0.9341 | Train F1: 0.8526 | Val F1: 0.7134 | Train Time: 33.85129141807556 secs
Epoch: 170 | Train Loss: 0.0372 | Val Loss: 0.1165 | Train Acc: 0.9717 | Val Acc: 0.9336 | Train F1: 0.8444 | Val F1: 0.7119 | Train Time: 34.17004704475403 secs
Epoch: 171 | Train Loss: 0.0421 | Val Loss: 0.1063 | Train Acc: 0.9704 | Val Acc: 0.9405 | Train F1: 0.8372 | Val F1: 0.7325 | Train Time: 33.9542133808136 secs
Epoch: 172 | Train Loss: 0.0361 | Val Loss: 0.1037 | Train Acc: 0.9736 | Val Acc: 0.9453 | Train F1: 0.8556 | Val F1: 0.7477 | Train Time: 34.19704627990723 secs
Epoch: 173 | Train Loss: 0.0383 | Val Loss: 0.1132 | Train Acc: 0.9730 | Val Acc: 0.9361 | Train F1: 0.8505 | Val F1: 0.7207 | Train Time: 33.94098114967346 secs
Epoch: 174 | Train Loss: 0.0375 | Val Loss: 0.1095 | Train Acc: 0.9741 | Val Acc: 0.9419 | Train F1: 0.8594 | Val F1: 0.7361 | Train Time: 34.177448987960815 secs
Epoch: 175 | Train Loss: 0.0362 | Val Loss: 0.1074 | Train Acc: 0.9727 | Val Acc: 0.9424 | Train F1: 0.8495 | Val F1: 0.7354 | Train Time: 34.0936758518219 secs
Epoch: 176 | Train Loss: 0.0388 | Val Loss: 0.1088 | Train Acc: 0.9722 | Val Acc: 0.9424 | Train F1: 0.8458 | Val F1: 0.7378 | Train Time: 33.96685719490051 secs
Epoch: 177 | Train Loss: 0.0385 | Val Loss: 0.1117 | Train Acc: 0.9736 | Val Acc: 0.9400 | Train F1: 0.8554 | Val F1: 0.7297 | Train Time: 34.36484360694885 secs
Epoch: 178 | Train Loss: 0.0392 | Val Loss: 0.1165 | Train Acc: 0.9731 | Val Acc: 0.9375 | Train F1: 0.8528 | Val F1: 0.7217 | Train Time: 34.05826711654663 secs
Epoch: 179 | Train Loss: 0.0374 | Val Loss: 0.1130 | Train Acc: 0.9728 | Val Acc: 0.9414 | Train F1: 0.8505 | Val F1: 0.7345 | Train Time: 33.97089886665344 secs
Epoch: 180 | Train Loss: 0.0391 | Val Loss: 0.1104 | Train Acc: 0.9738 | Val Acc: 0.9434 | Train F1: 0.8564 | Val F1: 0.7422 | Train Time: 34.04432392120361 secs
Epoch: 181 | Train Loss: 0.0397 | Val Loss: 0.1124 | Train Acc: 0.9725 | Val Acc: 0.9414 | Train F1: 0.8500 | Val F1: 0.7357 | Train Time: 34.29367923736572 secs
Epoch: 182 | Train Loss: 0.0382 | Val Loss: 0.1078 | Train Acc: 0.9717 | Val Acc: 0.9444 | Train F1: 0.8441 | Val F1: 0.7444 | Train Time: 34.10456871986389 secs
Epoch: 183 | Train Loss: 0.0360 | Val Loss: 0.1057 | Train Acc: 0.9725 | Val Acc: 0.9468 | Train F1: 0.8495 | Val F1: 0.7528 | Train Time: 34.23597264289856 secs
Epoch: 184 | Train Loss: 0.0378 | Val Loss: 0.1129 | Train Acc: 0.9725 | Val Acc: 0.9400 | Train F1: 0.8484 | Val F1: 0.7309 | Train Time: 34.103092432022095 secs
Epoch: 185 | Train Loss: 0.0370 | Val Loss: 0.1103 | Train Acc: 0.9730 | Val Acc: 0.9409 | Train F1: 0.8518 | Val F1: 0.7329 | Train Time: 34.03425216674805 secs
Epoch: 186 | Train Loss: 0.0366 | Val Loss: 0.1122 | Train Acc: 0.9740 | Val Acc: 0.9400 | Train F1: 0.8561 | Val F1: 0.7309 | Train Time: 34.18563795089722 secs
Epoch: 187 | Train Loss: 0.0383 | Val Loss: 0.1135 | Train Acc: 0.9712 | Val Acc: 0.9400 | Train F1: 0.8438 | Val F1: 0.7309 | Train Time: 33.91522741317749 secs
Epoch: 188 | Train Loss: 0.0398 | Val Loss: 0.1081 | Train Acc: 0.9712 | Val Acc: 0.9434 | Train F1: 0.8418 | Val F1: 0.7411 | Train Time: 33.94598460197449 secs
Epoch: 189 | Train Loss: 0.0385 | Val Loss: 0.1081 | Train Acc: 0.9728 | Val Acc: 0.9439 | Train F1: 0.8526 | Val F1: 0.7427 | Train Time: 34.191553354263306 secs
Epoch: 190 | Train Loss: 0.0383 | Val Loss: 0.1137 | Train Acc: 0.9727 | Val Acc: 0.9405 | Train F1: 0.8484 | Val F1: 0.7325 | Train Time: 34.089987993240356 secs
Epoch: 191 | Train Loss: 0.0405 | Val Loss: 0.1075 | Train Acc: 0.9736 | Val Acc: 0.9439 | Train F1: 0.8574 | Val F1: 0.7427 | Train Time: 34.33024740219116 secs
Epoch: 192 | Train Loss: 0.0401 | Val Loss: 0.1095 | Train Acc: 0.9722 | Val Acc: 0.9414 | Train F1: 0.8480 | Val F1: 0.7345 | Train Time: 34.008177042007446 secs
Epoch: 193 | Train Loss: 0.0391 | Val Loss: 0.1051 | Train Acc: 0.9715 | Val Acc: 0.9453 | Train F1: 0.8439 | Val F1: 0.7466 | Train Time: 34.33770680427551 secs
Epoch: 194 | Train Loss: 0.0364 | Val Loss: 0.1067 | Train Acc: 0.9741 | Val Acc: 0.9449 | Train F1: 0.8566 | Val F1: 0.7461 | Train Time: 34.30694222450256 secs
Epoch: 195 | Train Loss: 0.0380 | Val Loss: 0.1073 | Train Acc: 0.9727 | Val Acc: 0.9439 | Train F1: 0.8497 | Val F1: 0.7427 | Train Time: 34.2541606426239 secs
Epoch: 196 | Train Loss: 0.0393 | Val Loss: 0.1086 | Train Acc: 0.9720 | Val Acc: 0.9429 | Train F1: 0.8448 | Val F1: 0.7394 | Train Time: 33.8647198677063 secs
Epoch: 197 | Train Loss: 0.0381 | Val Loss: 0.1078 | Train Acc: 0.9727 | Val Acc: 0.9434 | Train F1: 0.8503 | Val F1: 0.7411 | Train Time: 34.33066725730896 secs
Epoch: 198 | Train Loss: 0.0365 | Val Loss: 0.1083 | Train Acc: 0.9744 | Val Acc: 0.9434 | Train F1: 0.8594 | Val F1: 0.7411 | Train Time: 34.2556836605072 secs
Epoch: 199 | Train Loss: 0.0382 | Val Loss: 0.1079 | Train Acc: 0.9741 | Val Acc: 0.9434 | Train F1: 0.8579 | Val F1: 0.7411 | Train Time: 34.16357135772705 secs
The predictive performance on test data of Walmart-Amazon is: {'precision': 0.6833333333333333, 'recall': 0.8497409326424871, 'accuracy': 0.9487554904831625, 'f1': 0.7575057736720554}
You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr  | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | p-tune    | entity_matching | 16         | 200    | 0.2 | 1234 | False      | cuda   | 10        | 60                 | False   | 8 | 8  | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
trainable params: 209,664 || all params: 60,716,288 || trainable%: 0.34531755300982825
Epoch: 0 | Train Loss: 0.2490 | Val Loss: 0.1555 | Train Acc: 0.8966 | Val Acc: 0.9058 | Train F1: 0.0001 | Val F1: 0.0000 | Train Time: 35.51076602935791 secs
Epoch: 1 | Train Loss: 0.1708 | Val Loss: 0.1555 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0020 | Val F1: 0.0000 | Train Time: 38.07052516937256 secs
Epoch: 2 | Train Loss: 0.1713 | Val Loss: 0.1688 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.18954515457153 secs
Epoch: 3 | Train Loss: 0.1701 | Val Loss: 0.1631 | Train Acc: 0.9051 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.271320819854736 secs
Epoch: 4 | Train Loss: 0.1665 | Val Loss: 0.1549 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 35.71681880950928 secs
Epoch: 5 | Train Loss: 0.1674 | Val Loss: 0.1568 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 35.3719322681427 secs
Epoch: 6 | Train Loss: 0.1669 | Val Loss: 0.1631 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.533132791519165 secs
Epoch: 7 | Train Loss: 0.1639 | Val Loss: 0.1541 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.49690294265747 secs
Epoch: 8 | Train Loss: 0.1671 | Val Loss: 0.1544 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.458812952041626 secs
Epoch: 9 | Train Loss: 0.1625 | Val Loss: 0.1587 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.39003252983093 secs
Epoch: 10 | Train Loss: 0.1651 | Val Loss: 0.1535 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.20878982543945 secs
Epoch: 11 | Train Loss: 0.1632 | Val Loss: 0.1558 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.16284227371216 secs
Epoch: 12 | Train Loss: 0.1649 | Val Loss: 0.1539 | Train Acc: 0.9056 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.06940722465515 secs
Epoch: 13 | Train Loss: 0.1651 | Val Loss: 0.1651 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.07005190849304 secs
Epoch: 14 | Train Loss: 0.1647 | Val Loss: 0.1538 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.00036835670471 secs
Epoch: 15 | Train Loss: 0.1663 | Val Loss: 0.1545 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 37.78845810890198 secs
Epoch: 16 | Train Loss: 0.1657 | Val Loss: 0.1568 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 34.96624708175659 secs
Epoch: 17 | Train Loss: 0.1624 | Val Loss: 0.1532 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.179394483566284 secs
Epoch: 18 | Train Loss: 0.1626 | Val Loss: 0.1532 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.257383823394775 secs
Epoch: 19 | Train Loss: 0.1619 | Val Loss: 0.1559 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.103217363357544 secs
Epoch: 20 | Train Loss: 0.1611 | Val Loss: 0.1539 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 35.14859652519226 secs
